;;;; 6.035 ;; 95.579 ; 22.108 ; 73.471 ; 96.581 ;;; 1.080 ;;;; 96.659 ;;;;;;; 96.659 ;;;;;;; 96.659 ;;;;;;; 96.659 ;;;;;;; 96.581 ;;;;
Aro 26;BICICLETA ARO 26 NATHOR;100290160005; ; ;BICICLETA ARO 26 ANTHON AZUL;0; -   ; -   ; -   ;5,09%;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Aro 26;BICICLETA ARO 26 NATHOR;100290160004; ; ;BICICLETA ARO 26 ANTHON CINZA;0; -   ; -   ; -   ;8,42%;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Aro 26;BICICLETA ARO 26 NATHOR;100290160000; ; ;BICICLETA ARO 26 ANTONELLA PEROLA;0; 5 ;-5 ;-5 ;34,04%;-166,67%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; 5 ;-5 ; -   ;0;;
Aro 26;BICICLETA ARO 26 NATHOR;100290160001; ; ;BICICLETA ARO 26 ANTONELLA ROSA;3; 5 ;-2 ;-2 ;22,11%;-66,67%;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;;; 5 ;-2 ; -   ;0;;
Aro 26;BICICLETA ARO 26 NATHOR;100290160002; ; ;BICICLETA ARO 26 ANTONELLA VERDE AQUA;15; 5 ; 10 ; 10 ;24,74%;333,33%;;;; -   ; 15 ;;;;;; -   ; 15 ;;;;;; -   ; 15 ;;;;;; -   ; 15 ;;;;;; 5 ; 10 ; -   ;0;;
Aro 26;BICICLETA ARO 26 DISNEY;;;;BICICLETA ARO 26 BARBIE;0; 3 ;-3 ;-3 ;;-100,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; 3 ;-3 ; -   ;0;;
Aro 26;BICICLETA ARO 26 NATHOR;100460160003;;;BICICLETA ARO 26 LIS CORAL PINK;0; -   ; -   ; -   ;2,63%;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Aro 26;BICICLETA ARO 26 NATHOR;100460160002;;;BICICLETA ARO 26 LOUIS AZUL;3; -   ; 3 ; 3 ;2,98%;100,00%;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;;; -   ; 3 ;;;;;; -   ; 3 ; -   ;0;;
Aro 26;BICICLETA ARO 26 MOBHIS;100360160004;;;BICICLETA ARO 26 MOBHIS AZUL 5019;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Aro 26;BICICLETA ARO 26 VETTER;100330160000;;;BICICLETA ARO 26 VETTER AMARELA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Aro 29;BICICLETA ARO 29 NATHOR;100380160000; ; ;BICICLETA ARO 29 E3;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;;;;BICICLETA BALANCE BIKE ALEGRIA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE CALOI;100930160002;;;BICICLETA BALANCE CALOI VERMELHA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE CALOI;100930160007;;;BICICLETA BALANCE CALOI VERMELHA 02;2441; 340 ; 2.101 ; 2.101 ;9,51%;9,88%;;;; -   ; 2.441 ;;;;;; -   ; 2.441 ;;;;;; -   ; 2.441 ;;;;;; -   ; 2.441 ;;;;;; 340 ; 2.101 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160011;;;BICICLETA BALANCE BIKE FAST MOD 02;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160015;;;BICICLETA BALANCE BIKE FAST MOD 3;2505; 208 ; 2.297 ; 2.297 ;10,22%;10,80%;;;; -   ; 2.505 ;;;;;; -   ; 2.505 ;;;;;; -   ; 2.505 ;;;;;; -   ; 2.505 ;;;;;; 208 ; 2.297 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160005; ; ;BICICLETA BALANCE BIKE FEMININA 02;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160018;;;BICICLETA BALANCE BIKE FEMININA 3;2850; 263 ; 2.587 ; 3.817 ;18,95%;17,95%;;;; -   ; 2.850 ;;;;;; -   ; 2.850 ;;;;;; -   ; 2.850 ;;;;;; -   ; 2.850 ;;130;550;550;; 263 ; 3.817 ; -   ;1230;;
Balance;BALANCE BIKE DISNEY;100960160002;;;BICICLETA BALANCE CARROS;1094; 4 ; 1.090 ; 1.090 ;;5,13%;;;; -   ; 1.094 ;;;;;; -   ; 1.094 ;;;;;; -   ; 1.094 ;;;;;; -   ; 1.094 ;;;;;; 4 ; 1.090 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160014;;;BICICLETA BALANCE BIKE GARDEN FLY;0; 2 ;-2 ;-2 ;;-0,01%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; 2 ;-2 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160019;;;BICICLETA BALANCE BIKE GARDEN FLY 2;413; 1 ; 412 ; 412 ;0,93%;1,94%;;;; -   ; 413 ;;;;;; -   ; 413 ;;;;;; -   ; 413 ;;;;;; -   ; 413 ;;;;;; 1 ; 412 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160007; ; ;BICICLETA BALANCE BIKE LOVE;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160020;;;BICICLETA BALANCE BIKE LOVE 2;2131; 105 ; 2.026 ; 2.026 ;8,04%;9,53%;;;; -   ; 2.131 ;;;;;; -   ; 2.131 ;;;;;; -   ; 2.131 ;;;;;; -   ; 2.131 ;;;;;; 105 ; 2.026 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160012;;;BICICLETA BALANCE BIKE MASCULINA MOD04;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160016;;;BICICLETA BALANCE BIKE MASCULINA MOD 5;4439; 234 ; 4.205 ; 4.205 ;37,42%;19,77%;;;; -   ; 4.439 ;;;;;; -   ; 4.439 ;;;;;; -   ; 4.439 ;;;;;; -   ; 4.439 ;;;;;; 234 ; 4.205 ; -   ;0;;
Balance;BALANCE BIKE DISNEY;100960160001;;;BICICLETA BALANCE PRINCESAS;4; -   ; 4 ; 4 ;;0,02%;;;; -   ; 4 ;;;;;; -   ; 4 ;;;;;; -   ; 4 ;;;;;; -   ; 4 ;;;;;; -   ; 4 ; -   ;0;;
Balance;BALANCE BIKE DISNEY;100960160004;;;BICICLETA BALANCE PRINCESAS 02;1133; 103 ; 1.030 ; 1.030 ;2,76%;4,84%;;;; -   ; 1.133 ;;;;;; -   ; 1.133 ;;;;;; -   ; 1.133 ;;;;;; -   ; 1.133 ;;;;;; 103 ; 1.030 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160013;;;BICICLETA BALANCE BIKE ROCKET ASTRO;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100900160017;;;BICICLETA BALANCE BIKE ROCKET ASTRO 2;228; 2 ; 226 ; 776 ;3,30%;3,65%;;;; -   ; 228 ;;;;;; -   ; 228 ;;;;;; -   ; 228 ;;;;;; -   ; 228 ;;;;;550; 2 ; 776 ; -   ;550;;
Balance;BALANCE CALOI;100930160003; ; ;BICICLETA BALANCE CECIZINHA MOD02;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE CALOI;100930160005;;;BICICLETA BALANCE CECIZINHA 03;806; 136 ; 670 ; 670 ;1,27%;3,15%;;;; -   ; 806 ;;;;;; -   ; 806 ;;;;;; -   ; 806 ;;;;;; -   ; 806 ;;;;;; 136 ; 670 ; -   ;0;;
Balance;BALANCE CALOI;100930160004;;;BICICLETA BALANCE POWER REX;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE CALOI;100930160006;;;BICICLETA BALANCE POWER REX 02;397; 68 ; 329 ; 329 ;0,77%;1,55%;;;; -   ; 397 ;;;;;; -   ; 397 ;;;;;; -   ; 397 ;;;;;; -   ; 397 ;;;;;; 68 ; 329 ; -   ;0;;
Balance;BALANCE BIKE DISNEY;100960160000;;;BICICLETA BALANCE SPIDER MAN;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE DISNEY;100960160003;;;BICICLETA BALANCE SPIDER MAN 02;2253; 273 ; 1.980 ; 2.060 ;6,82%;9,69%;80;;; -   ; 2.333 ;;;;;; -   ; 2.333 ;;;;;; -   ; 2.333 ;;;;;; -   ; 2.333 ;;;;;; 273 ; 2.060 ; -   ;80;;
Balance;BALANCE CALOI;100930160000; ; ;BICICLETA BALANCE ZIGBIM;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160012; ; ;BICICLETA BTWIN BALANCE 100 BRANCA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160013;;;BICICLETA BTWIN BALANCE 100 AZ ESC/ROSA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160010; ; ;BICICLETA BTWIN BALANCE AZUL/ROSA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160009; ; ;BICICLETA BTWIN BALANCE LARANJA/PRETO;400; 1 ; 399 ; 399 ;;;;;; -   ; 400 ;;;;;; -   ; 400 ;;;;;; -   ; 400 ;;;;;; -   ; 400 ;;;;;; 1 ; 399 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160008;;;BICICLETA BTWIN BALANCE RUN RIDE PT/VERD;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160014;;;BICICLETA BTWIN 100 PT/VERD 2022;0; 1 ;-1 ;-1 ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; 1 ;-1 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160015;;;BICICLETA BTWIN 100 AZ ESC/ROSA 2022;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160024;;;BICICLETA RUN RIDE 100 ROSA;50; 1 ; 49 ; 49 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; 1 ; 49 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160017;;;BICICLETA BTWIN 500 ROSA /MARROM 2022;200; 1 ; 199 ; 199 ;;;;;; -   ; 200 ;;;;;; -   ; 200 ;;;;;; -   ; 200 ;;;;;; -   ; 200 ;;;;;; 1 ; 199 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160016;;;BICICLETA BTWIN 500 AZUL CLARO /PT 2022;400; 1 ; 399 ; 399 ;;;;;; -   ; 400 ;;;;;; -   ; 400 ;;;;;; -   ; 400 ;;;;;; -   ; 400 ;;;;;; 1 ; 399 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160019;;;BICICLETA RUN RIDE 900 AZUL/BRANCO;0; 1 ;-1 ;-1 ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; 1 ;-1 ; -   ;0;;
Balance;BALANCE DECATLHON;100910160018;;;BICICLETA RUN RIDE 900 AMARELO/PRETO;23; 23 ; -   ; -   ;;;;;; -   ; 23 ;;;;;; -   ; 23 ;;;;;; -   ; 23 ;;;;;; -   ; 23 ;;;;;; 23 ; -   ; -   ;0;;
Balance;BALANCE DECATLHON;100910160020;;;BICICLETA RUN RIDE 900 ROSA;0; 1 ;-1 ;-1 ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; 1 ;-1 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160002;;;BICICLETA BALANCE 12 RAIADA NATHOR LJ;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160005;;;BICICLETA BALANCE 12 RAIADA NATHOR LJ 2;70; 9 ; 61 ; 61 ;15,28%;0,29%;;;; -   ; 70 ;;;;;; -   ; 70 ;;;;;; -   ; 70 ;;;;;; -   ; 70 ;;;;;; 9 ; 61 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160003;;;BICICLETA BALANCE 12 RAIADA LILAS;11; 2 ; 9 ; 9 ;10,90%;0,04%;;;; -   ; 11 ;;;;;; -   ; 11 ;;;;;; -   ; 11 ;;;;;; -   ; 11 ;;;;;; 2 ; 9 ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160004;;;BICICLETA BALANCE 12 RAIADA LILAS 2;49; -   ; 49 ; 50 ;;;1;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ;;;;;; -   ; 50 ; -   ;1;;
Balance;BALANCE BIKE NATHOR;100970160001;;;BICICLETA BALANCE 12 RAIADA AZUL;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160006;;;BICICLETA BALANCE 12 RAIADA AZUL 2;178; 2 ; 176 ; 226 ;43,80%;1,06%;;;; -   ; 178 ;;;;;; -   ; 178 ;;;;;; -   ; 178 ;;;;;; -   ; 178 ;;;25;25;; 2 ; 226 ; -   ;50;;
Balance;BALANCE BIKE NATHOR;100970160000;;;BICICLETA BALANCE 12 RAIADA ROSA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Balance;BALANCE BIKE NATHOR;100970160007;;;BICICLETA BALANCE 12 RAIADA ROSA 2;168; 3 ; 165 ; 215 ;30,01%;1,01%;25;;; -   ; 193 ;;;;;; -   ; 193 ;;;;;; -   ; 193 ;;;;;; -   ; 193 ;;25;;;; 3 ; 215 ; -   ;50;;
Capacete;CAPACETE;100810160001;0005; ;CAPACETE NATHOR AZUL ESCURO / PRETO;239; 15 ; 224 ; 224 ;12,88%;13,27%;;;; -   ; 239 ;;;;;; -   ; 239 ;;;;;; -   ; 239 ;;;;;; -   ; 239 ;;;;;; 15 ; 224 ; -   ;0;;
Capacete;CAPACETE;100810160001;0062; ;CAPACETE NATHOR CORAL PINK / PRETO;41; -   ; 41 ; 41 ;2,84%;2,43%;;;; -   ; 41 ;;;;;; -   ; 41 ;;;;;; -   ; 41 ;;;;;; -   ; 41 ;;;;;; -   ; 41 ; -   ;0;;
Capacete;CAPACETE;100810160001;0001; ;CAPACETE NATHOR PRETO / PRETO;118; -   ; 118 ; 118 ;12,60%;6,99%;;;; -   ; 118 ;;;;;; -   ; 118 ;;;;;; -   ; 118 ;;;;;; -   ; 118 ;;;;;; -   ; 118 ; -   ;0;;
Capacete;CAPACETE;100810160001;0002; ;CAPACETE NATHOR ROSA ESCURO / PRETO;219; 35 ; 184 ; 184 ;18,40%;10,90%;;;; -   ; 219 ;;;;;; -   ; 219 ;;;;;; -   ; 219 ;;;;;; -   ; 219 ;;;;;; 35 ; 184 ; -   ;0;;
Capacete;CAPACETE;100810160001;0061; ;CAPACETE NATHOR TURQUEZA / PRETO;99; 2 ; 97 ; 97 ;2,72%;5,75%;;;; -   ; 99 ;;;;;; -   ; 99 ;;;;;; -   ; 99 ;;;;;; -   ; 99 ;;;;;; 2 ; 97 ; -   ;0;;
Capacete;DISNEY;100870160003;;;CAPACETE MINNIE;161; 18 ; 143 ; 143 ;;8,47%;;;; -   ; 161 ;;;;;; -   ; 161 ;;;;;; -   ; 161 ;;;;;; -   ; 161 ;;;;;; 18 ; 143 ; -   ;0;;
Capacete;DISNEY;100870160002;27;;CAPACETE PRINCESAS ROSA CLARO BEBE;217; 3 ; 214 ; 214 ;11,38%;12,68%;;;; -   ; 217 ;;;;;; -   ; 217 ;;;;;; -   ; 217 ;;;;;; -   ; 217 ;;;;;; 3 ; 214 ; -   ;0;;
Capacete;CAPACETE POLIPLAC;100830160000;0004; ;CAPACETE POLIPLAC VERMELHO;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Capacete;CAPACETE SHOW DA LUNA;100850160000; ; ;CAPACETE SHOW DA LUNA;0; -   ; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Capacete;DISNEY;100870160001;;;CAPACETE SPIDER MAN;117; 173 ;-56 ; 239 ;39,18%;14,16%;95;;; -   ; 212 ;;;;;; -   ; 212 ;;;;;; -   ; 212 ;;;;;; -   ; 212 ;;;100;100;; 173 ; 239 ; -   ;295;;
Capacete;DISNEY;100870160004;;;CAPACETE STITCH;132; 8 ; 124 ; 224 ;;13,27%;;;; -   ; 132 ;;;;;; -   ; 132 ;;;;;; -   ; 132 ;;;;;; -   ; 132 ;;;;;100; 8 ; 224 ; -   ;100;;
Capacete;DISNEY;100810160001;1001;;CAPACETE NATHOR UNICORNIO;204; -   ; 204 ; 204 ;;12,09%;;;; -   ; 204 ;;;;;; -   ; 204 ;;;;;; -   ; 204 ;;;;;; -   ; 204 ;;;;;; -   ; 204 ; -   ;0;;
Triciclo;TRICICLO NATHOR;100510160009; ; ;TRICICLO CHARM;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;TRICICLO NATHOR;100510160016;;;TRICICLO HONEY BEE;620; 56 ; 564 ; 1.314 ;;9,39%;;;; -   ; 620 ;;;;;; -   ; 620 ;;;;;; -   ; 620 ;;;;;; -   ; 620 ;;;;;750; 56 ; 1.314 ; -   ;750;;
Triciclo;;;;;TRICICLO INFANTI AZUL;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;;;;;TRICICLO INFANTI ROSA;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;TRICICLO DISNEY;100580160002;;;TRICICLO PRINCESAS;2; 229 ;-227 ; 523 ;3,16%;3,74%;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;;;; -   ; 2 ;;;750;;; 229 ; 523 ; -   ;750;;
Triciclo;TRICICLO DISNEY;100580160003;;;TRICICLO SPIDER MAN;137; 45 ; 92 ; 842 ;3,66%;6,02%;;;; -   ; 137 ;;;;;; -   ; 137 ;;;;;; -   ; 137 ;;;;;; -   ; 137 ;;;;750;; 45 ; 842 ; -   ;750;;
Triciclo;TRICICLO NATHOR;100510160014;;;TRICICLO KIDS 4 2023;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;TRICICLO NATHOR;100510160017;;;TRICICLO KIDS 5;82; 148 ;-66 ; 1.437 ;9,46%;10,27%;753;;; -   ; 835 ;;;;;; -   ; 835 ;;;;;; -   ; 835 ;;;;;; -   ; 835 ;;750;;;; 148 ; 1.437 ; -   ;1503;;
Triciclo;TRICICLO NATHOR;100510160015;;;TRICICLO YOU 3 BOY 2023;5262; 170 ; 5.092 ; 5.164 ;35,73%;36,89%;72;;; -   ; 5.334 ;;;;;; -   ; 5.334 ;;;;;; -   ; 5.334 ;;;;;; -   ; 5.334 ;;;;;; 170 ; 5.164 ; -   ;72;;
Triciclo;TRICICLO NATHOR;100510160012; ; ;TRICICLO YOU 3 GIRL 2020;5026; 309 ; 4.717 ; 4.717 ;40,71%;33,70%;;;; -   ; 5.026 ;;;;;; -   ; 5.026 ;;;;;; -   ; 5.026 ;;;;;; -   ; 5.026 ;;;;;; 309 ; 4.717 ; -   ;0;;
Triciclo;TRICICLO FW;100550160002; ; ;TRICICLO FEELCLEAN 2;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Triciclo;TRICICLO FW;100550160001;;;TRICICLO PIQUITUCHO;0; -   ; -   ; -   ;;0,00%;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ;;;;;; -   ; -   ; -   ;0;;
Suporte;SUPORTE NATHOR;101300160000;;;SUPORTE DE PAREDE ARO 26/29 PRETO;43; -   ; 43 ; 43 ;;;;;; -   ; 43 ;;;;;; -   ; 43 ;;;;;; -   ; 43 ;;;;;; -   ; 43 ;;;;;; -   ; 43 ; -   ;0;;
Suporte;RETROVISOR NATHOR;101140160012;;;RETROVISOR PARA BICICLETA;72; -   ; 72 ; 72 ;;;;;; -   ; 72 ;;;;;; -   ; 72 ;;;;;; -   ; 72 ;;;;;; -   ; 72 ;;;;;; -   ; 72 ; -   ;0;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
